Index,PDB Code,Class,Region
d1dxja_,1dxj,a+b,A:
d3lzta_,3lzt,a+b,A:
d1iiza_,1iiz,a+b,A:
d1b9oa_,1b9o,a+b,A:
d1swya_,1swy,a+b,A:
d1k28a3,1k28,a+b,A:130-345
d1xjua_,1xju,a+b,A:
d1am7a_,1am7,a+b,A:
d153la_,153l,a+b,A:
d1qsaa2,1qsa,a+b,A:451-618
d1qusa_,1qus,a+b,A:
d1chka_,1chk,a+b,A:
d1qgia_,1qgi,a+b,A:
d1khqa_,1khq,a+b,A:
d3gcba_,3gcb,a+b,A:
d2cb5a_,2cb5,a+b,A:
d1me4a_,1me4,a+b,A:
d1gmya_,1gmy,a+b,A:
d1cs8a_,1cs8,a+b,A:
d1deua_,1deu,a+b,A:
d1cv8a_,1cv8,a+b,A:
d1dkia_,1dki,a+b,A:
d1yvba1,1yvb,a+b,A:0-212
d1xkga1,1xkg,a+b,A:4-305
d1ukfa_,1ukf,a+b,A:
d1qmya_,1qmy,a+b,A:
d2g8ja1,2g8j,a+b,A:33-354
d1vjja4,1vjj,a+b,A:141-461
d1x3za1,1x3z,a+b,A:8-327
d1e2ta_,1e2t,a+b,A:
d1w5ra1,1w5r,a+b,A:3-275
d1w4ta1,1w4t,a+b,A:1-277
d1xd3a_,1xd3,a+b,A:
d1cmxa_,1cmx,a+b,A:
d1nbfa_,1nbf,a+b,A:
d1vjva_,1vjv,a+b,A:
d2gfoa1,2gfo,a+b,A:762-1109
d2ayna1,2ayn,a+b,A:100-482
d1nlna_,1nln,a+b,A:
d1euva_,1euv,a+b,A:
d1th0a_,1th0,a+b,A:
d2bkra1,2bkr,a+b,A:1-212
d1iu4a_,1iu4,a+b,A:
d1tffa_,1tff,a+b,A:
d1y08a_,1y08,a+b,A:
d2im9a1,2im9,a+b,A:49-352
d2bu3a1,2bu3,a+b,A:29-238
d2io8a2,2io8,a+b,A:10-200
d2evra2,2evr,a+b,A:87-234
d1ouoa_,1ouo,a+b,A:
d2gykb1,2gyk,a+b,B:4-133
d1g8ta_,1g8t,a+b,A:
d1a73a_,1a73,a+b,A:
d1u3em1,1u3e,a+b,M:1-105
d1e7la2,1e7l,a+b,A:1-103
d1v0da_,1v0d,a+b,A:
d1dy5a_,1dy5,a+b,A:
d1onca_,1onc,a+b,A:
d1gqva_,1gqv,a+b,A:
d1agia_,1agi,a+b,A:
d2c1wa1,2c1w,a+b,A:6-289
d2gtia2,2gti,a+b,A:217-369
d1i4ma_,1i4m,a+b,A:
d1xu0a_,1xu0,a+b,A:
d1i17a_,1i17,a+b,A:
d1e0ga_,1e0g,a+b,A:
d1y7ma2,1y7m,a+b,A:1-48
d1hywa_,1hyw,a+b,A:
d1pu1a_,1pu1,a+b,A:
d1q60a_,1q60,a+b,A:
d4ubpa_,4ubp,a+b,A:
d1o80a_,1o80,a+b,A:
d1m8aa_,1m8a,a+b,A:
d2fhta1,2fht,a+b,A:4-71
d1b3aa_,1b3a,a+b,A:
d1doka_,1dok,a+b,A:
d1el0a_,1el0,a+b,A:
d1eiha_,1eih,a+b,A:
d1g2ta_,1g2t,a+b,A:
d1j8ia_,1j8i,a+b,A:
d1f2la_,1f2l,a+b,A:
d1tvxa_,1tvx,a+b,A:
d2j7za1,2j7z,a+b,A:1-67
d1nr4a_,1nr4,a+b,A:
d1rjta_,1rjt,a+b,A:
d2cs7a1,2cs7,a+b,A:0-54
d1bb8a_,1bb8,a+b,A:
d1z1ba1,1z1b,a+b,A:11-59
d1gcca_,1gcc,a+b,A:
d1qk9a_,1qk9,a+b,A:
d1ig4a_,1ig4,a+b,A:
d1qmea1,1qme,a+b,A:632-692
d1qmea2,1qme,a+b,A:693-750
d2cc6a1,2cc6,a+b,A:2-65
d2fkla1,2fkl,a+b,A:126-189
d1go3e2,1go3,a+b,E:1-78
d1y14b2,1y14,a+b,B:1-80
d1xrsb2,1xrs,a+b,B:33-84
d1vr4a1,1vr4,a+b,A:1-103
d1jj2r_,1jj2,a+b,R:
d1n88a_,1n88,a+b,A:
d1jj2l_,1jj2,a+b,L:
d1xn9a_,1xn9,a+b,A:
d2g1da1,2g1d,a+b,A:1-98
d1p9ya_,1p9y,a+b,A:
d1k8ba_,1k8b,a+b,A:
d1ydla1,1ydl,a+b,A:6-71
d1udxa3,1udx,a+b,A:341-416
d1fita_,1fit,a+b,A:
d1kpfa_,1kpf,a+b,A:
d1y23a_,1y23,a+b,A:
d1guqa1,1guq,a+b,A:2-177
d1guqa2,1guq,a+b,A:178-348
d1z84a1,1z84,a+b,A:23-195
d1z84a2,1z84,a+b,A:196-351
d1vlra1,1vlr,a+b,A:146-337
d1l9va1,1l9v,a+b,A:144-313
d1jyaa_,1jya,a+b,A:
d1l2wi_,1l2w,a+b,I:
d1jyoa_,1jyo,a+b,A:
d1k3ea_,1k3e,a+b,A:
d1k3sa_,1k3s,a+b,A:
d1ry9a_,1ry9,a+b,A:
d2fm8a1,2fm8,a+b,A:1-134
d1ttwa_,1ttw,a+b,A:
d1s28a_,1s28,a+b,A:
d1xkpc1,1xkp,a+b,C:2-127
d1xkpb1,1xkp,a+b,B:2-122
d1k8kf_,1k8k,a+b,F:
d1k8kd1,1k8k,a+b,D:1-120
d1k8kd2,1k8k,a+b,D:121-284
d2a1va1,2a1v,a+b,A:4-134
d2fkia1,2fki,a+b,A:1-118
d1i3ja_,1i3j,a+b,A:
d1u3em2,1u3e,a+b,M:106-174
d1kafa_,1kaf,a+b,A:
d2a8ea1,2a8e,a+b,A:2-211
d1yb3a1,1yb3,a+b,A:2-167
d1oo0a_,1oo0,a+b,A:
d2cr9a1,2cr9,a+b,A:8-133
d1wdta3,1wdt,a+b,A:455-569
d1n0ua3,1n0u,a+b,A:561-725
d1pkpa1,1pkp,a+b,A:78-148
d1j5ei_,1j5e,a+b,I:
d1a6fa_,1a6f,a+b,A:
d1nz0a_,1nz0,a+b,A:
d1b63a1,1b63,a+b,A:217-331
d1h7sa1,1h7s,a+b,A:232-365
d1ei1a1,1ei1,a+b,A:221-392
d1pvga1,1pvg,a+b,A:246-406
d1s16a1,1s16,a+b,A:1217-1383
d2hkja2,2hkj,a+b,A:307-470
d1usua_,1usu,a+b,A:
d1r6la1,1r6l,a+b,A:1-151
d1e3ha2,1e3h,a+b,A:3-151
d1e3ha3,1e3h,a+b,A:346-482
d1piea1,1pie,a+b,A:9-213
d1wuua1,1wuu,a+b,A:2-216
d1h72c1,1h72,a+b,C:5-167
d1kkha1,1kkh,a+b,A:1-180
d1kvka1,1kvk,a+b,A:1-225
d1k47a1,1k47,a+b,A:1-194
d1fi4a1,1fi4,a+b,A:3-190
d1ueka1,1uek,a+b,A:1-148
d1mg7a1,1mg7,a+b,A:14-187
d2go3a1,2go3,a+b,A:3-133
d2go3a2,2go3,a+b,A:134-279
d1rhya1,1rhy,a+b,A:2-93
d2ae8a1,2ae8,a+b,A:1-84
d2ae8a2,2ae8,a+b,A:85-179
d1rrea_,1rre,a+b,A:
d1xhka_,1xhk,a+b,A:
d2cvea1,2cve,a+b,A:2-124
d1y60a_,1y60,a+b,A:
d1xd3b_,1xd3,a+b,B:
d1lm8b_,1lm8,a+b,B:
d1m94a_,1m94,a+b,A:
d1mg8a_,1mg8,a+b,A:
d1uela_,1uel,a+b,A:
d1se9a_,1se9,a+b,A:
d1v2ya_,1v2y,a+b,A:
d1t0ya_,1t0y,a+b,A:
d1v6ea_,1v6e,a+b,A:
d1v5oa_,1v5o,a+b,A:
d1v5ta_,1v5t,a+b,A:
d1v86a_,1v86,a+b,A:
d1we6a_,1we6,a+b,A:
d1zkha1,1zkh,a+b,A:1-86
d1wgda_,1wgd,a+b,A:
d1wgha_,1wgh,a+b,A:
d1wh3a_,1wh3,a+b,A:
d1wiaa_,1wia,a+b,A:
d1wjna_,1wjn,a+b,A:
d1wjua_,1wju,a+b,A:
d1wm3a_,1wm3,a+b,A:
d1wxva1,1wxv,a+b,A:7-87
d1wf9a1,1wf9,a+b,A:8-101
d1z2ma1,1z2m,a+b,A:3-78
d1z2ma2,1z2m,a+b,A:79-154
d2bwfa1,2bwf,a+b,A:2-74
d1x1ma1,1x1m,a+b,A:8-101
d1yqba1,1yqb,a+b,A:15-98
d2faza1,2faz,a+b,A:1-76
d1wx8a1,1wx8,a+b,A:8-90
d1wx9a1,1wx9,a+b,A:8-80
d1ttna1,1ttn,a+b,A:21-100
d1h8ca_,1h8c,a+b,A:
d1i42a_,1i42,a+b,A:
d1wj4a_,1wj4,a+b,A:
d2cr5a1,2cr5,a+b,A:8-103
d2al3a1,2al3,a+b,A:10-85
d1gnua_,1gnu,a+b,A:
d2z0db1,2z0d,a+b,B:5-117
d1gg3a3,1gg3,a+b,A:1-81
d1h4ra3,1h4r,a+b,A:20-103
d2al6a3,2al6,a+b,A:31-130
d1c1yb_,1c1y,a+b,B:
d1lfda_,1lfd,a+b,A:
d1e7ua3,1e7u,a+b,A:143-321
d1k8rb_,1k8r,a+b,B:
d1wfya_,1wfy,a+b,A:
d1wgra_,1wgr,a+b,A:
d1wgya_,1wgy,a+b,A:
d2cs4a1,2cs4,a+b,A:8-91
d1wxaa1,1wxa,a+b,A:8-110
d2c5lc1,2c5l,a+b,C:2134-2239
d2byea1,2bye,a+b,A:2-110
d1l7ya_,1l7y,a+b,A:
d1wz3a1,1wz3,a+b,A:10-93
d1d4ba_,1d4b,a+b,A:
d1c9fa_,1c9f,a+b,A:
d1f2ri_,1f2r,a+b,I:
d1oeya_,1oey,a+b,A:
d1oeyj_,1oey,a+b,J:
d1ip9a_,1ip9,a+b,A:
d1pqsa_,1pqs,a+b,A:
d1wmha_,1wmh,a+b,A:
d2npta1,2npt,a+b,A:4-108
d2bkfa1,2bkf,a+b,A:1-85
d1wmhb_,1wmh,a+b,B:
d2c60a1,2c60,a+b,A:43-122
d1fm0d_,1fm0,a+b,D:
d1vjka_,1vjk,a+b,A:
d1v8ca1,1v8c,a+b,A:1-87
d1zud21,1zud,a+b,2:2-66
d1tygb_,1tyg,a+b,B:
d1ryja_,1ryj,a+b,A:
d1wgka_,1wgk,a+b,A:
d1tkea1,1tke,a+b,A:1-62
d1nyra2,1nyr,a+b,A:4-62
d1jala2,1jal,a+b,A:279-363
d1wxqa2,1wxq,a+b,A:320-395
d1czpa_,1czp,a+b,A:
d1doia_,1doi,a+b,A:
d1l5pa_,1l5p,a+b,A:
d1xlqa1,1xlq,a+b,A:1-106
d1b9ra_,1b9r,a+b,A:
d1i7ha_,1i7h,a+b,A:
d2bt6a1,2bt6,a+b,A:5-108
d1feha2,1feh,a+b,A:1-126
d1v97a2,1v97,a+b,A:3-92
d1n62a2,1n62,a+b,A:3-81
d2piaa3,2pia,a+b,A:224-321
d1krha3,1krh,a+b,A:2-105
d1nekb2,1nek,a+b,B:1-106
d1kf6b2,1kf6,a+b,B:1-105
d2bs2b2,2bs2,a+b,B:1-106
d1jq4a_,1jq4,a+b,A:
d1rm6c2,1rm6,a+b,C:1-81
d2fug33,2fug,a+b,3:1-95
d2saka_,2sak,a+b,A:
d1l4db_,1l4d,a+b,B:
d1qqra_,1qqr,a+b,A:
d1bmlc3,1bml,a+b,C:285-372
d1mg4a_,1mg4,a+b,A:
d1esfa2,1esf,a+b,A:121-233
d3tssa2,3tss,a+b,A:94-194
d3seba2,3seb,a+b,A:122-238
d1enfa2,1enf,a+b,A:102-213
d1m4va2,1m4v,a+b,A:101-204
d1et9a2,1et9,a+b,A:96-204
d1eu3a2,1eu3,a+b,A:97-209
d1v1oa2,1v1o,a+b,A:109-213
d1ty0a2,1ty0,a+b,A:104-211
d2igda_,2igd,a+b,A:
d1hz6a_,1hz6,a+b,A:
d1tifa_,1tif,a+b,A:
d2bvca1,2bvc,a+b,A:5-104
d2incc1,2inc,a+b,C:3-85
d2fug13,2fug,a+b,1:250-333
d1ujra_,1ujr,a+b,A:
d1n4wa2,1n4w,a+b,A:319-450
d1gpea2,1gpe,a+b,A:329-524
d1ju2a2,1ju2,a+b,A:294-463
d1kdga2,1kdg,a+b,A:513-693
d2f5va2,2f5v,a+b,A:355-552
d1k0ia2,1k0i,a+b,A:174-275
d1pn0a3,1pn0,a+b,A:241-341
d1ve9a2,1ve9,a+b,A:195-287
d1c0pa2,1c0p,a+b,A:1194-1288
d2gf3a2,2gf3,a+b,A:218-321
d1ryia2,1ryi,a+b,A:219-306
d1b37a2,1b37,a+b,A:294-405
d2iida2,2iid,a+b,A:320-432
d1s3ea2,1s3e,a+b,A:290-401
d1pj5a3,1pj5,a+b,A:220-338
d1seza2,1sez,a+b,A:330-441
d1d5ta2,1d5t,a+b,A:292-388
d1vg0a2,1vg0,a+b,A:445-557
d2gmha2,2gmh,a+b,A:237-335
d2o9ux1,2o9u,a+b,X:1001-1096
d1eqka_,1eqk,a+b,A:
d1stfi_,1stf,a+b,I:
d1roaa_,1roa,a+b,A:
d1kwia_,1kwi,a+b,A:
d1x9ya2,1x9y,a+b,A:41-211
d2bo9b1,2bo9,a+b,B:1-98
d2bo9b2,2bo9,a+b,B:99-217
d1oaca2,1oac,a+b,A:91-185
d1oaca3,1oac,a+b,A:186-300
d1w2za2,1w2z,a+b,A:6-98
d1w2za3,1w2z,a+b,A:99-206
d1w6ga2,1w6g,a+b,A:9-96
d1w6ga3,1w6g,a+b,A:97-211
d2oqea2,2oqe,a+b,A:18-115
d2oqea3,2oqe,a+b,A:116-236
d1n9ea2,1n9e,a+b,A:41-169
d1n9ea3,1n9e,a+b,A:170-315
d1eeja2,1eej,a+b,A:1-60
d1t3ba2,1t3b,a+b,A:2-60
d1v58a2,1v58,a+b,A:2-61
d1idpa_,1idp,a+b,A:
d1gy7a_,1gy7,a+b,A:
d1jkga_,1jkg,a+b,A:
d1jkgb_,1jkg,a+b,B:
d1q40b_,1q40,a+b,B:
d1of5b_,1of5,a+b,B:
d1q40a_,1q40,a+b,A:
d1hkxa_,1hkx,a+b,A:
d1nwwa_,1nww,a+b,A:
d1sjwa_,1sjw,a+b,A:
d1s5aa_,1s5a,a+b,A:
d1ohpa1,1ohp,a+b,A:1-125
d1oh0a_,1oh0,a+b,A:
d2a15a1,2a15,a+b,A:5-136
d2b1xb1,2b1x,a+b,B:513-679
d1ulib_,1uli,a+b,B:
d2bmob1,2bmo,a+b,B:1-194
d1vqqa1,1vqq,a+b,A:27-138
d1m98a2,1m98,a+b,A:176-317
d1tuha_,1tuh,a+b,A:
d1tp6a_,1tp6,a+b,A:
d2cw9a1,2cw9,a+b,A:270-451
d1ugia_,1ugi,a+b,A:
d1nnva_,1nnv,a+b,A:
d1iq8a4,1iq8,a+b,A:361-505
d1q7ha2,1q7h,a+b,A:3-68
d1sqwa2,1sqw,a+b,A:1-94
d2cx1a2,2cx1,a+b,A:1-90
d2o3bb1,2o3b,a+b,B:1-135
d1v74a_,1v74,a+b,A:
d2fhzb1,2fhz,a+b,B:12-104
d2a6sa1,2a6s,a+b,A:1-83
d1wmia1,1wmi,a+b,A:1-88
d1z8ma1,1z8m,a+b,A:1-88
d2ffma1,2ffm,a+b,A:1-83
d2gx9a1,2gx9,a+b,A:79-205
d1j8ba_,1j8b,a+b,A:
d2ftxa1,2ftx,a+b,A:133-221
d2ftxb1,2ftx,a+b,B:155-213
d2i2t31,2i2t,a+b,3:1-64
d1t3ua_,1t3u,a+b,A:
d1pcfa_,1pcf,a+b,A:
d1l3aa_,1l3a,a+b,A:
d2it9a1,2it9,a+b,A:1-122
d2nvna1,2nvn,a+b,A:1-121
d2giab1,2gia,a+b,B:28-173
d2giaa1,2gia,a+b,A:56-221
d1jb0d_,1jb0,a+b,D:
d1hdma2,1hdm,a+b,A:13-93
d1uvqa2,1uvq,a+b,A:2-84
d1hdmb2,1hdm,a+b,B:3-87
d1uvqb2,1uvq,a+b,B:3-94
d1k5na2,1k5n,a+b,A:1-181
d1de4a2,1de4,a+b,A:4-181
d3frua2,3fru,a+b,A:1-178
d2fika2,2fik,a+b,A:8-185
d2h26a2,2h26,a+b,A:7-183
d1t7va2,1t7v,a+b,A:5-183
d1hyrc2,1hyr,a+b,C:0-180
d1kcgc_,1kcg,a+b,C:
d1jfma_,1jfm,a+b,A:
d1lqva_,1lqv,a+b,A:
d1pqza2,1pqz,a+b,A:5-143
d1jatb_,1jat,a+b,B:
d2grna1,2grn,a+b,A:1-157
d1i7ka_,1i7k,a+b,A:
d1zdna1,1zdn,a+b,A:6-156
d1yf9a1,1yf9,a+b,A:13-170
d2f4wa1,2f4w,a+b,A:12-168
d1wzva1,1wzv,a+b,A:2-151
d1yrva1,1yrv,a+b,A:1-148
d2awfa1,2awf,a+b,A:7-131
d1y8xa1,1y8x,a+b,A:27-183
d1z2ua1,1z2u,a+b,A:1-147
d1zuoa1,1zuo,a+b,A:201-362
d2fo3a1,2fo3,a+b,A:9-117
d1s1qa_,1s1q,a+b,A:
d1uzxa_,1uzx,a+b,A:
d1ukxa_,1ukx,a+b,A:
d2in1a1,2in1,a+b,A:3-164
d1oqja_,1oqj,a+b,A:
d1ufna_,1ufn,a+b,A:
d1mr1c_,1mr1,a+b,C:
d2ahme1,2ahm,a+b,E:43-197
d1vz0a2,1vz0,a+b,A:23-115
d1vk1a_,1vk1,a+b,A:
d1vkba_,1vkb,a+b,A:
d1v30a_,1v30,a+b,A:
d1xhsa_,1xhs,a+b,A:
d2aega1,2aeg,a+b,A:2-244
d1zn6a1,1zn6,a+b,A:2-219
d2bdva1,2bdv,a+b,A:2-218
d2f20a1,2f20,a+b,A:2-232
d1xv2a_,1xv2,a+b,A:
d1xcra1,1xcr,a+b,A:3-315
d2h6la1,2h6l,a+b,A:1-138
d2hx0a1,2hx0,a+b,A:6-141
d1ss6a_,1ss6,a+b,A:
d1wv8a1,1wv8,a+b,A:2-72
d2gkea1,2gke,a+b,A:1-130
d2gkea2,2gke,a+b,A:131-274
d1qy9a1,1qy9,a+b,A:3-129
d1qy9a2,1qy9,a+b,A:130-297
d1s7ja_,1s7j,a+b,A:
d1u0ka1,1u0k,a+b,A:2-130
d1u0ka2,1u0k,a+b,A:131-283
d1xuba1,1xub,a+b,A:1-128
d1xuba2,1xub,a+b,A:129-278
d1tm0a_,1tm0,a+b,A:
d1oxda_,1oxd,a+b,A:
d1ggxa_,1ggx,a+b,A:
d1gl4a1,1gl4,a+b,A:399-631
d1c8za_,1c8z,a+b,A:
d2q4ma1,2q4m,a+b,A:24-212
d2pila_,2pil,a+b,A:
d1qvea_,1qve,a+b,A:
d1x6za1,1x6z,a+b,A:25-144
d1q5fa_,1q5f,a+b,A:
d1oqva_,1oqv,a+b,A:
d1t92a_,1t92,a+b,A:
d2gr8a1,2gr8,a+b,A:1022-1098
d1p32a_,1p32,a+b,A:
d1yqfa1,1yqf,a+b,A:14-195
d2ayua1,2ayu,a+b,A:70-370
d2ogqa1,2ogq,a+b,A:371-494
d2ogqa2,2ogq,a+b,A:507-593
d1mbya_,1mby,a+b,A:
d1vlra2,1vlr,a+b,A:39-145
d1gpqa_,1gpq,a+b,A:
d1uuza_,1uuz,a+b,A:
d1bkfa_,1bkf,a+b,A:
d1q1ca2,1q1c,a+b,A:141-257
d1pina2,1pin,a+b,A:45-163
d1eq3a_,1eq3,a+b,A:
d1jnsa_,1jns,a+b,A:
d1ix5a_,1ix5,a+b,A:
d1fd9a_,1fd9,a+b,A:
d1jvwa_,1jvw,a+b,A:
d1q6ha_,1q6h,a+b,A:
d1hxva_,1hxv,a+b,A:
d1t11a3,1t11,a+b,A:135-247
d1m5ya2,1m5y,a+b,A:172-278
d1m5ya3,1m5y,a+b,A:279-386
d1u79a_,1u79,a+b,A:
d1grja2,1grj,a+b,A:80-158
d2f23a2,2f23,a+b,A:78-156
d1okga3,1okg,a+b,A:302-373
d3eipa_,3eip,a+b,A:
d1edqa3,1edq,a+b,A:444-516
d1goia3,1goi,a+b,A:292-379
d1kfwa2,1kfw,a+b,A:328-388
d1itxa2,1itx,a+b,A:338-409
d1w9pa2,1w9p,a+b,A:299-360
d1vf8a2,1vf8,a+b,A:246-315
d1jnda2,1jnd,a+b,A:279-370
d1j5ep_,1j5e,a+b,P:
d1j5es_,1j5e,a+b,S:
d2a6qa1,2a6q,a+b,A:10-92
d2odka1,2odk,a+b,A:1-51
d1jj2w_,1jj2,a+b,W:
d1b33n_,1b33,a+b,N:
d1qcsa2,1qcs,a+b,A:86-201
d1cr5a2,1cr5,a+b,A:108-210
d1cz5a2,1cz5,a+b,A:92-185
d1e32a3,1e32,a+b,A:107-200
d1wlfa1,1wlf,a+b,A:100-179
d1qipa_,1qip,a+b,A:
d1f9za_,1f9z,a+b,A:
d1xrka_,1xrk,a+b,A:
d1ecsa_,1ecs,a+b,A:
d1klla_,1kll,a+b,A:
d1nkia_,1nki,a+b,A:
d1r9ca_,1r9c,a+b,A:
d1xqaa_,1xqa,a+b,A:
d2i7ra1,2i7r,a+b,A:1-115
d1jc4a_,1jc4,a+b,A:
d1k4na_,1k4n,a+b,A:
d1kw3b1,1kw3,a+b,B:1-132
d1kw3b2,1kw3,a+b,B:133-288
d1mpya1,1mpy,a+b,A:1-145
d1mpya2,1mpy,a+b,A:146-307
d1f1ua1,1f1u,a+b,A:2-147
d1f1ua2,1f1u,a+b,A:148-323
d1cjxa1,1cjx,a+b,A:4-153
d1cjxa2,1cjx,a+b,A:154-356
d1sqda1,1sqd,a+b,A:14-180
d1sqda2,1sqd,a+b,A:181-410
d1sqia1,1sqi,a+b,A:8-156
d1ss4a_,1ss4,a+b,A:
d1u7ia_,1u7i,a+b,A:
d1u69a_,1u69,a+b,A:
d1tsja_,1tsj,a+b,A:
d1u6la_,1u6l,a+b,A:
d1twua_,1twu,a+b,A:
d1xy7a_,1xy7,a+b,A:
d1zswa1,1zsw,a+b,A:1-144
d1zswa2,1zsw,a+b,A:145-314
d1t23a_,1t23,a+b,A:
d1n11a_,1n11,a+b,A:
d1ycsb1,1ycs,a+b,B:327-456
d1awcb_,1awc,a+b,B:
d1bd8a_,1bd8,a+b,A:
d1iknd_,1ikn,a+b,D:
d1k1aa_,1k1a,a+b,A:
d1oy3d_,1oy3,a+b,D:
d1myoa_,1myo,a+b,A:
d1sw6a_,1sw6,a+b,A:
d1dcqa1,1dcq,a+b,A:369-522
d1ot8a_,1ot8,a+b,A:
d1uoha_,1uoh,a+b,A:
d1ixva_,1ixv,a+b,A:
d1s70b_,1s70,a+b,B:
d1wdya_,1wdy,a+b,A:
d1lm5a_,1lm5,a+b,A:
d1lm7a_,1lm7,a+b,A:
d1o8ra_,1o8r,a+b,A:
d1qyna_,1qyn,a+b,A:
d1ni5a4,1ni5,a+b,A:227-314
d1wy5a2,1wy5,a+b,A:217-311
d1nyna_,1nyn,a+b,A:
d1t95a2,1t95,a+b,A:11-86
d1lg7a_,1lg7,a+b,A:
d1bm8a_,1bm8,a+b,A:
d1dk0a_,1dk0,a+b,A:
d1jepa_,1jep,a+b,A:
d1vjua_,1vju,a+b,A:
d1txna_,1txn,a+b,A:
d1qw2a_,1qw2,a+b,A:
d2nyca1,2nyc,a+b,A:181-320
d1lo7a_,1lo7,a+b,A:
d1njka_,1njk,a+b,A:
d1s5ua_,1s5u,a+b,A:
d1ylia1,1yli,a+b,A:11-152
d1vpma_,1vpm,a+b,A:
d2hlja1,2hlj,a+b,A:1-156
d2fuja1,2fuj,a+b,A:5-122
d2gvha1,2gvh,a+b,A:9-143
d2gvha2,2gvh,a+b,A:147-262
d2cyea1,2cye,a+b,A:1-132
d1z54a1,1z54,a+b,A:1-132
d2nuja1,2nuj,a+b,A:3-161
d2gf6a1,2gf6,a+b,A:1-134
d2av9a1,2av9,a+b,A:5-146
d2hx5a1,2hx5,a+b,A:1-144
d2alia1,2ali,a+b,A:5-134
d1mkaa_,1mka,a+b,A:
d1c8ua1,1c8u,a+b,A:2-115
d1c8ua2,1c8u,a+b,A:116-286
d1tbua1,1tbu,a+b,A:13-116
d1iq6a_,1iq6,a+b,A:
d1q6wa_,1q6w,a+b,A:
d1pn2a1,1pn2,a+b,A:4-151
d1pn2a2,1pn2,a+b,A:152-275
d1s9ca2,1s9c,a+b,A:10-163
d2bi0a1,2bi0,a+b,A:8-185
d2bi0a2,2bi0,a+b,A:186-337
d2b3na1,2b3n,a+b,A:6-159
d2c2ia1,2c2i,a+b,A:2-150
d2fs2a1,2fs2,a+b,A:1-131
d1wlua1,1wlu,a+b,A:2-117
d1vh5a_,1vh5,a+b,A:
d1q4ta_,1q4t,a+b,A:
d1ixla_,1ixl,a+b,A:
d1t82a_,1t82,a+b,A:
d1sh8a_,1sh8,a+b,A:
d1zkia1,1zki,a+b,A:4-129
d2hboa1,2hbo,a+b,A:12-153
d2h4ua1,2h4u,a+b,A:19-139
d1yoca1,1yoc,a+b,A:1-145
d2f41a1,2f41,a+b,A:73-183
d1z6ba1,1z6b,a+b,A:84-229
d2cwza1,2cwz,a+b,A:1-138
d2essa1,2ess,a+b,A:1-149
d2essa2,2ess,a+b,A:150-247
d1cmia_,1cmi,a+b,A:
d1csei_,1cse,a+b,I:
d1to2i_,1to2,a+b,I:
d1dwma_,1dwm,a+b,A:
d1m1xb3,1m1x,a+b,B:606-690
d1vlba3,1vlb,a+b,A:194-310
d1v97a3,1v97,a+b,A:537-694
d1jrob1,1jro,a+b,B:2-123
d1n62b1,1n62,a+b,B:6-146
d1t3qb1,1t3q,a+b,B:1-165
d1rm6a1,1rm6,a+b,A:9-133
d1qapa2,1qap,a+b,A:8-129
d1qpoa2,1qpo,a+b,A:2-116
d1o4ua2,1o4u,a+b,A:1-103
d1ytda2,1ytd,a+b,A:1-119
d2f7fa2,2f7f,a+b,A:4-140
d1vlpa1,1vlp,a+b,A:1-149
d1ybea2,1ybe,a+b,A:8-167
d1yira2,1yir,a+b,A:4-144
d2tpta3,2tpt,a+b,A:336-440
d1uoua3,1uou,a+b,A:374-480
d1brwa3,1brw,a+b,A:331-433
d1jj2h_,1jj2,a+b,H:
d2gyak1,2gya,a+b,K:3-133
d1fm0e_,1fm0,a+b,E:
d1buoa_,1buo,a+b,A:
d1r29a_,1r29,a+b,A:
d1lm8c_,1lm8,a+b,C:
d1hv2a_,1hv2,a+b,A:
d1fs1b2,1fs1,a+b,B:2-68
d1t1da_,1t1d,a+b,A:
d3kvta_,3kvt,a+b,A:
d1nn7a_,1nn7,a+b,A:
d1efub4,1efu,a+b,B:55-139
d1efub2,1efu,a+b,B:140-282
d1tfea_,1tfe,a+b,A:
d1xb2b2,1xb2,a+b,B:112-222
d1xb2b3,1xb2,a+b,B:223-331
d1wina_,1win,a+b,A:
d1ix9a2,1ix9,a+b,A:91-205
d1coja2,1coj,a+b,A:91-212
d1p7ga2,1p7g,a+b,A:104-222
d1uerc2,1uer,a+b,C:495-581
d1ctfa_,1ctf,a+b,A:
d1r6oc1,1r6o,a+b,C:20-106
d1iqoa_,1iqo,a+b,A:
d1mmsa2,1mms,a+b,A:8-70
d1wiba_,1wib,a+b,A:
d1u94a2,1u94,a+b,A:269-328
d1xp8a2,1xp8,a+b,A:283-341
d1914a1,1914,a+b,A:4004-4081
d1914a2,1914,a+b,A:2001-2097
d1di2a_,1di2,a+b,A:
d1stua_,1stu,a+b,A:
d1x49a1,1x49,a+b,A:8-92
d1x48a1,1x48,a+b,A:8-83
d1o0wa2,1o0w,a+b,A:168-236
d2ez6a2,2ez6,a+b,A:151-220
d1t4oa_,1t4o,a+b,A:
d1uhza_,1uhz,a+b,A:
d1whqa_,1whq,a+b,A:
d1uila_,1uil,a+b,A:
d1whna_,1whn,a+b,A:
d2dixa1,2dix,a+b,A:7-79
d1x47a1,1x47,a+b,A:8-92
d2dmya1,2dmy,a+b,A:8-91
d1kn0a_,1kn0,a+b,A:
d1pkpa2,1pkp,a+b,A:4-77
d1pdaa2,1pda,a+b,A:220-307
